mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
78.16405049959819,2.174669725298995,0.4876113732655843,0.04183598212697229,200,2,5,log2,20,balanced,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 20, 'class_weight': 'balanced'}",0.7669390608047677,0.8499689432770456,0.8368717715622126,0.817926591881342,0.036447955778940715,19
32.37586188316345,0.23466192314871315,0.04891244570414225,0.004760776456598064,100,5,5,sqrt,5,,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 5, 'class_weight': None}",0.7370637523187806,0.8258328277360351,0.8631951319609406,0.8086972373385853,0.05289929159141639,24
97.92357031504314,5.584225460821547,0.26475898424784344,0.16077954290971502,100,2,5,sqrt,20,,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 20, 'class_weight': None}",0.7657250420801772,0.8442284026042778,0.8737495456771132,0.8279009967871893,0.045586997268066295,11
79.24121157328288,4.064017323983845,0.22417561213175455,0.06166592584313278,100,5,1,log2,,,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None, 'class_weight': None}",0.7725414034708704,0.8533579504323276,0.8726725774792989,0.8328573104608323,0.04337257337309836,5
148.53507939974466,5.128413292533541,0.7311561107635498,0.17597270468124904,300,5,2,sqrt,20,balanced,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20, 'class_weight': 'balanced'}",0.7848786096663489,0.8595703299543862,0.867459084191746,0.8373026746041603,0.037209049520309526,2
99.13748566309611,1.9389738293609036,0.31397000948588055,0.04404225479739261,300,5,1,sqrt,5,balanced,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 5, 'class_weight': 'balanced'}",0.6604993581138104,0.7436289018998288,0.7070278667283345,0.7037187089139912,0.03401806536335321,30
43.85801068941752,1.1085306317697032,0.19339799880981445,0.07386315283642697,100,2,2,log2,20,balanced,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20, 'class_weight': 'balanced'}",0.7853290904155613,0.8571544195285062,0.8605819177816397,0.8343551425752357,0.034694882224339155,3
109.09300589561462,0.583012900898789,0.2914084593454997,0.07552131118050515,200,2,5,log2,10,,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 10, 'class_weight': None}",0.7510169497206155,0.8395636924178692,0.8683560461252253,0.81964556275457,0.049931051148729616,17
84.08042295773824,2.4831202348392774,0.12862698237101236,0.017655800333589853,100,10,1,log2,20,,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20, 'class_weight': None}",0.764462675422288,0.8420007004386788,0.8761840955263305,0.827549157129099,0.0467408048392942,13
112.8806966940562,0.5066942337309798,0.3433533509572347,0.03501280946406322,200,5,2,log2,10,,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10, 'class_weight': None}",0.7603140797316569,0.8481799027021053,0.8729338423445483,0.8271426082594369,0.0483234142753914,14
58.276589711507164,0.33783898474573965,0.12440061569213867,0.03376301177968994,100,2,5,log2,10,,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 10, 'class_weight': None}",0.757429515343423,0.8409757808383769,0.8676392998684728,0.8220148653500908,0.04694810176056054,15
73.66226387023926,1.7017433185194009,0.14628918965657553,0.035861779978429834,200,10,2,sqrt,5,,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 5, 'class_weight': None}",0.7320398230713628,0.8309347769245972,0.8635140211175869,0.8088295403711824,0.05590377029793404,23
245.88382641474405,12.009950416014677,1.056054989496867,0.02045925751128115,200,2,2,log2,20,,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20, 'class_weight': None}",0.7678186070080052,0.8527270311572892,0.8746025945217443,0.8317160775623461,0.04605648796539767,9
137.09505732854208,4.9902627090799605,0.8135335445404053,0.1878744979003147,200,2,2,sqrt,10,balanced,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10, 'class_weight': 'balanced'}",0.7704672139169445,0.8361286111281898,0.8381540694578213,0.8149166315009854,0.031441359841580106,21
111.1557587782542,7.7744979936881995,0.5370751221974691,0.09526891416227493,100,5,2,log2,,,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None, 'class_weight': None}",0.767627315396926,0.8546301121827095,0.8758246806959363,0.8326940360918572,0.04681567429903235,7
444.322376648585,16.976050306005256,0.7967433929443359,0.08651066243939162,300,2,2,sqrt,20,,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20, 'class_weight': None}",0.7723893754742368,0.8492053598411643,0.8791346198695792,0.8335764517283267,0.04495800912596095,4
180.67899099985758,8.375626863740457,0.8499482472737631,0.07994717624821261,200,5,1,sqrt,20,balanced,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20, 'class_weight': 'balanced'}",0.7834326896454219,0.8547755404466142,0.8600428559969221,0.8327503620296528,0.034939097110308695,6
72.88579471906026,13.719315231651104,0.2782246271769206,0.12634580972396878,100,2,5,sqrt,5,,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 5, 'class_weight': None}",0.7370637523187806,0.8258328277360351,0.8631951319609406,0.8086972373385853,0.05289929159141639,24
193.4884019692739,6.4262791698086685,0.37826108932495117,0.07382705016009157,100,2,2,sqrt,,,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'class_weight': None}",0.7639958468362902,0.8459485361295318,0.8769186601455069,0.8289543477037763,0.04764096466700771,10
136.67141501108804,8.012113055041668,0.45833897590637207,0.15307726716992848,200,2,2,sqrt,5,balanced,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 5, 'class_weight': 'balanced'}",0.6797120393993249,0.7643114958009957,0.7101516643304653,0.7180583998435953,0.034987181993033696,29
116.3042733669281,2.508468965126875,0.3167307376861572,0.062150286466994206,200,10,2,sqrt,5,balanced,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 5, 'class_weight': 'balanced'}",0.6795350348835293,0.7702093447855728,0.7106247136819356,0.7201230311170126,0.037621989532949755,28
89.63476753234863,2.214904715716551,0.1778888702392578,0.08059689316558996,100,2,2,sqrt,,balanced,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'class_weight': 'balanced'}",0.7841630140844681,0.8487094903418657,0.8627949261184923,0.831889143514942,0.03423387647798723,8
62.76879858970642,1.9881232414756282,0.20761696497599283,0.06593071363211869,100,5,5,log2,20,balanced,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 20, 'class_weight': 'balanced'}",0.7759331532218597,0.8445786589268,0.841320754175033,0.8206108554412309,0.031619891340156955,16
99.02873309453328,0.08210361127618582,0.14833561579386392,0.05493741157757908,200,2,1,sqrt,5,,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 5, 'class_weight': None}",0.7373153192152571,0.8341427224756218,0.8634954080855718,0.8116511499254836,0.05391200752871127,22
139.51321109135947,4.395901512030391,0.4777375857035319,0.08805101335984351,200,2,1,sqrt,10,balanced,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'class_weight': 'balanced'}",0.7577981196551483,0.8291598915941341,0.8171796606572043,0.801379223968829,0.031202200491049478,26
184.83081332842508,1.3404118711620727,0.2475926081339518,0.008079838735389139,300,2,2,sqrt,10,balanced,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10, 'class_weight': 'balanced'}",0.7693836457704215,0.8377628007516492,0.837958691052342,0.8150350458581376,0.03228051363417274,20
148.31836867332458,2.3219281236098324,0.3830260435740153,0.12285951554039919,200,5,5,log2,10,,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 10, 'class_weight': None}",0.7510169497206155,0.8395636924178692,0.8683560461252253,0.81964556275457,0.049931051148729616,17
112.26974368095398,14.869333671282808,0.27287133534749347,0.12475533892199255,200,5,2,sqrt,20,balanced,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20, 'class_weight': 'balanced'}",0.7859472820440787,0.8578941771409316,0.8686158281318437,0.8374857624389515,0.036705128352427216,1
75.96714035669963,13.051955912415522,0.1293675104777018,0.057460665471979235,200,10,1,log2,,balanced,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None, 'class_weight': 'balanced'}",0.7707492337419644,0.8571322533043444,0.8551771428921343,0.827686209979481,0.040268433141313356,12
30.499024391174316,3.8070400110762326,0.07587528228759766,0.006222023772180935,100,5,5,log2,5,balanced,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 5, 'class_weight': 'balanced'}",0.7185209170125016,0.7850968641259951,0.7543424369487318,0.7526534060290762,0.027205744523296722,27
